customerId,description,purchase_by_invoice,purchase_total_amount,purchase_streek,next_streek_purchase_amount,remaining_amount,is_eligible_customer,offer_eligibility
2536, SET 2 TEA TOWELS I LOVE LONDON ,1,178,3,400,222,1,6
2537,PACK OF 12 RED RETROSPOT TISSUES ,6,1357,15,1600,243,1,30
2538,SCOTTIE DOG HOT WATER BOTTLE,8,473,23,2400,1927,1,46
2539,CHOCOLATE HOT WATER BOTTLE,9,892,22,2300,1408,1,44
2540,LUNCH BAG CARS BLUE,1,155,2,300,145,1,4
2541,LUNCH BAG SPACEBOY DESIGN ,8,363,4,500,137,1,8
2542,ROUND SNACK BOXES SET OF4 WOODLAND ,10,376,8,900,524,1,16
2543,LUNCH BAG DOLLY GIRL DESIGN,9,312,8,900,588,1,16
2544,LUNCH BAG SUKI  DESIGN ,8,100,0,100,0,1,0
2545,LUNCH BAG  BLACK SKULL.,3,100,0,100,0,1,0
2546,ROUND SNACK BOXES SET OF 4 FRUITS ,6,408,5,600,192,1,10
2547,ROUND SNACK BOXES SET OF 4 SKULLS,2,1069,17,1800,731,1,34
2548,DOLLY GIRL LUNCH BOX,3,1624,16,1700,76,1,32
2549,SPACEBOY LUNCH BOX ,6,323,10,1100,777,1,20
2550,GREEN POLKADOT PLATE ,2,1286,12,1300,14,1,24
2551,BLUE POLKADOT PLATE ,9,1876,24,2500,624,1,48
2552,RED RETROSPOT PLATE ,8,486,5,600,114,1,10
2553,PINK  POLKADOT PLATE ,5,1122,13,1400,278,1,26
2554,ROUND SNACK BOXES SET OF 4 SKULLS,10,939,12,1300,361,1,24
2555,FELTCRAFT DOLL MOLLY,7,104,6,700,596,1,12
2556,FELTCRAFT CHRISTMAS FAIRY,6,1306,24,2500,1194,1,48
2557,TRAVEL SEWING KIT,6,1154,17,1800,646,1,34
2558,SET OF 3 NOTEBOOKS IN PARCEL,9,1932,21,2200,268,1,42
2559,RED RETROSPOT TAPE,7,1755,25,2600,845,1,50
2560,COSY SLIPPER SHOES SMALL  RED ,10,112,2,300,188,1,4
2561,7 RIBBONS RUSTIC CHARM,5,180,3,400,220,1,6
2562,SCANDINAVIAN REDS RIBBONS,10,166,9,1000,834,1,18
2563,JAM MAKING SET PRINTED,2,1026,11,1200,174,1,22
2564,13 DAISY PEGS IN WOOD BOX,3,138,3,400,262,1,6
2565,HOT WATER BOTTLE BABUSHKA ,1,125,11,1200,1075,1,22
2566,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,762,16,1700,938,1,32
2567,FELTCRAFT CHRISTMAS FAIRY,4,274,2,300,26,1,4
2568,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,1513,16,1700,187,1,32
2569,7 RIBBONS RUSTIC CHARM,4,152,1,200,48,1,2
2570,COSY SLIPPER SHOES SMALL  RED ,2,1388,14,1500,112,1,28
2571,SCANDINAVIAN REDS RIBBONS,2,486,8,900,414,1,16
2572,6 HOOK HANGER RED MAGIC TOADSTOOL,3,263,13,1400,1137,1,26
2573,CHRISTMAS CRAFT TREE TOP ANGEL,9,230,3,400,170,1,6
2574,CHRISTMAS CRAFT LITTLE FRIENDS,5,194,2,300,106,1,4
2575,6 HOOK HANGER RED MAGIC TOADSTOOL,9,110,7,800,690,1,14
2576,7 RIBBONS RUSTIC CHARM,8,1413,18,1900,487,1,36
2577,13 DAISY PEGS IN WOOD BOX,6,182,15,1600,1418,1,30
2578,SET OF 3 NOTEBOOKS IN PARCEL,5,141,1,200,59,1,2
2579,6 HOOK HANGER MAGIC TOADSTOOL,10,449,6,700,251,1,12
2580,SCANDINAVIAN REDS RIBBONS,10,1112,21,2200,1088,1,42
2581,RED TOADSTOOL LED NIGHT LIGHT,7,161,3,400,239,1,6
2582,6 HOOK HANGER RED MAGIC TOADSTOOL,7,217,8,900,683,1,16
2583,COSY SLIPPER SHOES SMALL GREEN,7,570,6,700,130,1,12
2584,COSY SLIPPER SHOES SMALL  RED ,9,114,1,200,86,1,2
2585,FELTCRAFT DOLL ROSIE,1,1013,11,1200,187,1,22
2586,FELTCRAFT DOLL MOLLY,1,467,12,1300,833,1,24
2587,FELTCRAFT DOLL EMILY,5,173,1,200,27,1,2
2588,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,1182,16,1700,518,1,32
2589,FELTCRAFT PRINCESS OLIVIA DOLL,2,847,20,2100,1253,1,40
2590,REX CASH+CARRY JUMBO SHOPPER,7,505,14,1500,995,1,28
2591,FELTCRAFT DOLL MOLLY,5,481,14,1500,1019,1,28
2592,FELTCRAFT CUSHION OWL,7,100,0,100,0,1,0
2593,CHRISTMAS CRAFT TREE TOP ANGEL,9,1238,24,2500,1262,1,48
2594,CHRISTMAS CRAFT LITTLE FRIENDS,8,964,14,1500,536,1,28
2595,FELTCRAFT CUSHION RABBIT,2,972,17,1800,828,1,34
2596,FELTCRAFT CUSHION BUTTERFLY,3,151,3,400,249,1,6
2597,13 DAISY PEGS IN WOOD BOX,7,266,9,1000,734,1,18
2598,PAPER CHAIN KIT 50'S CHRISTMAS ,7,1212,13,1400,188,1,26
2599,FELTCRAFT CUSHION BUTTERFLY,5,1895,19,2000,105,1,38
2600,13 DAISY PEGS IN WOOD BOX,6,412,21,2200,1788,1,42
2601,ROSE COTTAGE KEEPSAKE BOX ,8,845,8,900,55,1,16
2602,TOTE BAG I LOVE LONDON,1,642,13,1400,758,1,26
2603,13 DAISY PEGS IN WOOD BOX,7,511,10,1100,589,1,20
2604,TOTE BAG I LOVE LONDON,3,2042,23,2400,358,1,46
2605,FOLDING UMBRELLA PINKWHITE POLKADOT,3,477,19,2000,1523,1,38
2606,FOLDING UMBRELLA CREAM POLKADOT,1,596,5,600,4,1,10
2607,FOLDING UMBRELLA WHITE/RED POLKADOT,4,706,18,1900,1194,1,36
2608,SET 10 LIGHTS NIGHT OWL,5,554,24,2500,1946,1,48
2609,SMALL POPCORN HOLDER,6,389,13,1400,1011,1,26
2610, SET 2 TEA TOWELS I LOVE LONDON ,8,488,4,500,12,1,8
2611,FOLDING UMBRELLA RED/WHITE POLKADOT,1,1486,17,1800,314,1,34
2612,BABUSHKA LIGHTS STRING OF 11,5,983,16,1700,717,1,32
2613,LUNCH BAG RED RETROSPOT,7,1444,24,2500,1056,1,48
2614,S/4 VALENTINE DECOUPAGE HEART BOX,3,1503,19,2000,497,1,38
2615,FOLDING UMBRELLA CREAM POLKADOT,6,1542,23,2400,858,1,46
2616, SET 2 TEA TOWELS I LOVE LONDON ,6,943,10,1100,157,1,20
2617,FOLDING UMBRELLA RED/WHITE POLKADOT,10,648,16,1700,1052,1,32
2618,SOLDIERS EGG CUP ,8,1640,20,2100,460,1,40
2619,S/4 VALENTINE DECOUPAGE HEART BOX,1,154,3,400,246,1,6
2620,RED RETROSPOT MINI CASES,7,1532,21,2200,668,1,42
2621,,6,406,23,2400,1994,1,46
2622,61 CAKE CASES VINTAGE CHRISTMAS,8,1527,15,1600,73,1,30
2623,PAPER CHAIN KIT VINTAGE CHRISTMAS,9,1660,24,2500,840,1,48
2624,RIBBON REEL CHRISTMAS SOCK BAUBLE,6,262,3,400,138,1,6
2625,RIBBON REEL SNOWY VILLAGE,5,622,7,800,178,1,14
2626,RIBBON REEL MAKING SNOWMEN ,5,599,6,700,101,1,12
2627,SET OF 20 VINTAGE CHRISTMAS NAPKINS,5,916,10,1100,184,1,20
2628,TURQUOISE CHRISTMAS TREE ,4,583,7,800,217,1,14
2629,RED STAR CARD HOLDER,10,533,11,1200,667,1,22
2630,WICKER WREATH SMALL,4,159,1,200,41,1,2
2631,HEART OF WICKER LARGE,2,459,25,2600,2141,1,50
2632,ADVENT CALENDAR GINGHAM SACK,5,100,0,100,0,1,0
2633,HEART OF WICKER SMALL,6,1364,25,2600,1236,1,50
2634,FELTCRAFT BUTTERFLY HEARTS,6,1186,19,2000,814,1,38
2635,PARTY CONE CHRISTMAS DECORATION ,10,161,14,1500,1339,1,28
2636,VINTAGE HEADS AND TAILS CARD GAME ,10,563,15,1600,1037,1,30
2637,WICKER STAR ,3,875,11,1200,325,1,22
2638,VINTAGE SNAP CARDS,9,504,5,600,96,1,10
2639,FELTCRAFT 6 FLOWER FRIENDS,5,565,10,1100,535,1,20
2640, SET 2 TEA TOWELS I LOVE LONDON ,10,1091,25,2600,1509,1,50
2641,JAM MAKING SET PRINTED,9,537,11,1200,663,1,22
2642,BIRD DECORATION RED RETROSPOT,6,157,21,2200,2043,1,42
2643,CHRISTMAS GINGHAM TREE,7,195,4,500,305,1,8
2644,CHRISTMAS GINGHAM STAR,8,1543,20,2100,557,1,40
2645,CHRISTMAS GINGHAM HEART,9,1862,22,2300,438,1,44
2646,PACK OF 12 PINK POLKADOT TISSUES,7,809,20,2100,1291,1,40
2647,FELTCRAFT PRINCESS LOLA DOLL,4,100,0,100,0,1,0
2648,PACK OF 12 LONDON TISSUES ,9,143,1,200,57,1,2
2649,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,7,616,7,800,184,1,14
2650,CHILDREN'S APRON DOLLY GIRL ,4,223,11,1200,977,1,22
2651,CHILDRENS APRON SPACEBOY DESIGN,1,760,7,800,40,1,14
2652,CHRISTMAS LIGHTS 10 SANTAS ,9,172,1,200,28,1,2
2653,CHRISTMAS LIGHTS 10 REINDEER,6,136,9,1000,864,1,18
2654,PAPER CHAIN KIT 50'S CHRISTMAS ,3,977,12,1300,323,1,24
2655,FELTCRAFT CHRISTMAS FAIRY,5,2186,25,2600,414,1,50
2656,PACK OF 72 RETROSPOT CAKE CASES,3,525,23,2400,1875,1,46
2657,PACK OF 60 MUSHROOM CAKE CASES,4,572,5,600,28,1,10
2658,61 CAKE CASES DOLLY GIRL DESIGN,3,1403,24,2500,1097,1,48
2659,PACK OF 60 PINK PAISLEY CAKE CASES,5,291,22,2300,2009,1,44
2660,HAND WARMER BABUSHKA DESIGN,10,100,0,100,0,1,0
2661,HAND WARMER BIRD DESIGN,5,907,19,2000,1093,1,38
2662,HAND WARMER OWL DESIGN,5,1545,20,2100,555,1,40
2663,HAND WARMER RED RETROSPOT,7,100,0,100,0,1,0
2664,SET 12 RETRO WHITE CHALK STICKS,10,728,15,1600,872,1,30
2665,FELTCRAFT HAIRBAND RED AND BLUE,7,743,16,1700,957,1,32
2666,FELTCRAFT HAIRBAND PINK AND PURPLE,1,352,9,1000,648,1,18
2667,FELTCRAFT HAIRBANDS PINK AND WHITE ,6,110,4,500,390,1,8
2668,TV DINNER TRAY DOLLY GIRL,10,243,20,2100,1857,1,40
2669,PLASTERS IN TIN VINTAGE PAISLEY ,4,762,13,1400,638,1,26
2670,PLASTERS IN TIN SPACEBOY,8,429,4,500,71,1,8
2671,PLASTERS IN TIN WOODLAND ANIMALS,10,453,8,900,447,1,16
2672,MAGIC DRAWING SLATE SPACEBOY ,6,100,0,100,0,1,0
2673,MAGIC DRAWING SLATE CIRCUS PARADE  ,1,238,24,2500,2262,1,48
2674,MAGIC DRAWING SLATE GO TO THE FAIR ,8,478,11,1200,722,1,22
2675,MAGIC DRAWING SLATE DOLLY GIRL ,9,1014,11,1200,186,1,22
2676,CHARLIE + LOLA RED HOT WATER BOTTLE,10,277,11,1200,923,1,22
2677,HOT WATER BOTTLE BABUSHKA ,2,187,17,1800,1613,1,34
2678,URBAN BLACK RIBBONS ,8,400,14,1500,1100,1,28
2679,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,331,8,900,569,1,16
2680,SET OF 6 T-LIGHTS TOADSTOOLS,10,868,20,2100,1232,1,40
2681,ROTATING LEAVES T-LIGHT HOLDER,3,1165,15,1600,435,1,30
2682,RED  HARMONICA IN BOX ,5,482,9,1000,518,1,18
2683,CUPCAKE LACE PAPER SET 7,1,1128,12,1300,172,1,24
2684,FAMILY PHOTO FRAME CORNICE,5,1542,18,1900,358,1,36
2685,TRIPLE PHOTO FRAME CORNICE ,3,1255,21,2200,945,1,42
2686,WOODEN FRAME ANTIQUE WHITE ,9,1577,18,1900,323,1,36
2687,WOODEN BOX OF DOMINOES,7,178,18,1900,1722,1,36
2688,TRADITIONAL WOODEN CATCH CUP GAME ,2,627,7,800,173,1,14
2689,TRADITIONAL WOODEN SKIPPING ROPE,6,911,24,2500,1589,1,48
2690,S/6 WOODEN SKITTLES IN COTTON BAG,4,1511,21,2200,689,1,42
2691,RED METAL BEACH SPADE ,5,149,21,2200,2051,1,42
2692,BOYS VINTAGE TIN SEASIDE BUCKET,1,1159,13,1400,241,1,26
2693,GIRLS VINTAGE TIN SEASIDE BUCKET,1,292,3,400,108,1,6
2694,GREY HEART HOT WATER BOTTLE,10,315,3,400,85,1,6
2695,SCOTTIE DOG HOT WATER BOTTLE,7,560,8,900,340,1,16
2696,BIRD HOUSE HOT WATER BOTTLE,4,622,9,1000,378,1,18
2697,KINGS CHOICE TEA CADDY ,1,465,22,2300,1835,1,44
2698,KINGS CHOICE BISCUIT TIN,1,1622,23,2400,778,1,46
2699,METAL SIGN EMPIRE TEA,10,432,14,1500,1068,1,28
2700,HOMEMADE JAM SCENTED CANDLES,10,1759,23,2400,641,1,46
2701,SET OF 6 SOLDIER SKITTLES,1,128,1,200,72,1,2
2702,FAWN BLUE HOT WATER BOTTLE,10,104,10,1100,996,1,20
2703,HAND WARMER RED RETROSPOT,6,967,14,1500,533,1,28
2704,HOT WATER BOTTLE BABUSHKA ,5,751,9,1000,249,1,18
2705,WHITE SKULL HOT WATER BOTTLE ,3,849,13,1400,551,1,26
2706,RETROSPOT HEART HOT WATER BOTTLE,2,508,7,800,292,1,14
2707,RED WOOLLY HOTTIE WHITE HEART.,8,796,18,1900,1104,1,36
2708,SCOTTIE DOG HOT WATER BOTTLE,10,100,0,100,0,1,0
2709,GREY HEART HOT WATER BOTTLE,7,631,9,1000,369,1,18
2710,HOT WATER BOTTLE BABUSHKA ,7,2316,23,2400,84,1,46
2711,PACK OF 6 BIRDY GIFT TAGS,5,518,12,1300,782,1,24
2712,CHILLI LIGHTS,7,100,0,100,0,1,0
2713,PIGGY BANK RETROSPOT ,4,680,12,1300,620,1,24
2714,CERAMIC STRAWBERRY MONEY BOX,10,524,9,1000,476,1,18
2715,CERAMIC STRAWBERRY CAKE MONEY BANK,5,496,6,700,204,1,12
2716,CERAMIC CHERRY CAKE MONEY BANK,9,912,10,1100,188,1,20
2717,CERAMIC HEART FAIRY CAKE MONEY BANK,3,766,12,1300,534,1,24
2718,CERAMIC PIRATE CHEST MONEY BANK,1,1011,11,1200,189,1,22
2719,DOORSTOP RETROSPOT HEART,3,1486,25,2600,1114,1,50
2720,GINGHAM HEART  DOORSTOP RED,4,911,24,2500,1589,1,48
2721,RETROSPOT BABUSHKA DOORSTOP,5,101,20,2100,1999,1,40
2722,SILK PURSE BABUSHKA RED,8,132,5,600,468,1,10
2723,SILK PURSE BABUSHKA PINK,10,100,0,100,0,1,0
2724,FAMILY PHOTO FRAME CORNICE,8,700,13,1400,700,1,26
2725,SWEETHEART WIRE WALL TIDY,7,398,5,600,202,1,10
2726,JAM MAKING SET PRINTED,10,377,4,500,123,1,8
2727,RED RETROSPOT OVEN GLOVE ,7,416,9,1000,584,1,18
2728,CREAM HEART CARD HOLDER,10,753,10,1100,347,1,20
2729,NAMASTE SWAGAT INCENSE,7,2104,25,2600,496,1,50
2730,CERAMIC STRAWBERRY DESIGN MUG,3,1666,24,2500,834,1,48
2731,BLACK HEART CARD HOLDER,6,1899,24,2500,601,1,48
2732,CLASSICAL ROSE SMALL VASE,3,110,7,800,690,1,14
2733,HYACINTH BULB T-LIGHT CANDLES,1,638,13,1400,762,1,26
2734,CHRISTMAS CRAFT WHITE FAIRY ,2,622,21,2200,1578,1,42
2735,CHRISTMAS CRAFT LITTLE FRIENDS,1,139,3,400,261,1,6
2736,COSY HOUR CIGAR BOX MATCHES ,1,116,11,1200,1084,1,22
2737,RED TEA TOWEL CLASSIC DESIGN,7,708,18,1900,1192,1,36
2738,HEART FILIGREE DOVE  SMALL,6,604,13,1400,796,1,26
2739,RETROSPOT CHILDRENS APRON,6,270,16,1700,1430,1,32
2740,COLOURING PENCILS BROWN TUBE,9,333,19,2000,1667,1,38
2741,5 IVORY DINNER CANDLES SILVER FLOCK,9,121,1,200,79,1,2
2742,HEART FILIGREE DOVE  SMALL,2,2076,23,2400,324,1,46
2743,ZINC METAL HEART DECORATION,7,222,2,300,78,1,4
2744,GREEN FERN NOTEBOOK,6,721,14,1500,779,1,28
2745,BLUE PAISLEY NOTEBOOK,10,1062,14,1500,438,1,28
2746,CHRYSANTHEMUM NOTEBOOK,7,225,4,500,275,1,8
2747,LARGE CHINESE STYLE SCISSOR,10,638,9,1000,362,1,18
2748,SMALL CHINESE STYLE SCISSOR,5,445,12,1300,855,1,24
2749,S/6 WOODEN SKITTLES IN COTTON BAG,2,928,13,1400,472,1,26
2750,TRADITIONAL WOODEN SKIPPING ROPE,7,1949,19,2000,51,1,38
2751,SET OF 6 SOLDIER SKITTLES,2,2096,25,2600,504,1,50
2752,5 TRADITIONAL SPINNING TOPS,7,323,15,1600,1277,1,30
2753,ROTATING SILVER ANGELS T-LIGHT HLDR,1,925,16,1700,775,1,32
2754,BLACK LOVE BIRD CANDLE,5,389,3,400,11,1,6
2755,RETROSPOT CHILDRENS APRON,1,1816,21,2200,384,1,42
2756,HANGING GLASS ETCHED TEALIGHT,7,1045,10,1100,55,1,20
2757,HANGING GLASS ETCHED TEALIGHT,2,200,14,1500,1300,1,28
2758,BLUE NEW BAROQUE CANDLESTICK CANDLE,5,1108,21,2200,1092,1,42
2759,COOKING SET RETROSPOT,9,168,7,800,632,1,14
2760,KINGS CHOICE GIANT TUBE MATCHES,1,187,10,1100,913,1,20
2761,COSY HOUR GIANT TUBE MATCHES,10,179,15,1600,1421,1,30
2762,PLACE SETTING WHITE STAR,2,857,18,1900,1043,1,36
2763,HYACINTH BULB T-LIGHT CANDLES,4,157,3,400,243,1,6
2764,S/15 SILVER GLASS BAUBLES IN BAG,5,273,18,1900,1627,1,36
2765,FRENCH WC SIGN BLUE METAL,5,132,2,300,168,1,4
2766,KINGS CHOICE GIANT TUBE MATCHES,7,240,24,2500,2260,1,48
2767,73 SWEETHEART FAIRY CAKE CASES,6,448,7,800,352,1,14
2768,ASSORTED COLOUR BIRD ORNAMENT,4,128,4,500,372,1,8
2769,FAIRY SOAP SOAP HOLDER,4,1923,21,2200,277,1,42
2770,GREEN GIANT GARDEN THERMOMETER,4,349,25,2600,2251,1,50
2771,IVORY GIANT GARDEN THERMOMETER,9,274,2,300,26,1,4
2772,BLUE GIANT GARDEN THERMOMETER,3,1197,12,1300,103,1,24
2773,PACK OF 60 PINK PAISLEY CAKE CASES,6,111,3,400,289,1,6
2774,RETROSPOT HEART HOT WATER BOTTLE,2,412,8,900,488,1,16
2775,CHICK GREY HOT WATER BOTTLE,8,516,18,1900,1384,1,36
2776,VICTORIAN SEWING BOX SMALL ,9,951,21,2200,1249,1,42
2777,VICTORIAN SEWING BOX MEDIUM,4,1594,17,1800,206,1,34
2778,SET/10 RED POLKADOT PARTY CANDLES,5,1059,10,1100,41,1,20
2779,WASHROOM METAL SIGN,1,272,2,300,28,1,4
2780,BLACK SWEETHEART BRACELET,6,1382,19,2000,618,1,38
2781,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,2,512,9,1000,488,1,18
2782,BLACK DIAMANTE EXPANDABLE RING,7,772,11,1200,428,1,22
2783,DIAMANTE HAIR GRIP PACK/2 RUBY,10,661,12,1300,639,1,24
2784,DIAMANTE HAIR GRIP PACK/2 MONTANA,3,869,15,1600,731,1,30
2785,BLUE SWEETHEART BRACELET,5,237,3,400,163,1,6
2786,PINK SWEETHEART BRACELET,3,660,18,1900,1240,1,36
2787,PURPLE SWEETHEART BRACELET,3,685,12,1300,615,1,24
2788,JUMBO BAG PINK POLKADOT,2,199,23,2400,2201,1,46
2789,JUMBO BAG RED RETROSPOT,3,1539,19,2000,461,1,38
2790,ASSORTED COLOUR BIRD ORNAMENT,6,1074,11,1200,126,1,22
2791,PAPER CHAIN KIT 50'S CHRISTMAS ,2,100,0,100,0,1,0
2792,RIBBON REEL CHRISTMAS PRESENT ,1,724,12,1300,576,1,24
2793,FIRST AID TIN,9,131,2,300,169,1,4
2794,MAKE YOUR OWN MONSOON CARD KIT,3,734,17,1800,1066,1,34
2795,PACK OF 12 HEARTS DESIGN TISSUES ,1,212,4,500,288,1,8
2796,PACK OF 12 RED RETROSPOT TISSUES ,2,1905,25,2600,695,1,50
2797,SOLDIERS EGG CUP ,5,1340,16,1700,360,1,32
2798,HEART IVORY TRELLIS SMALL,2,1010,14,1500,490,1,28
2799,HEART FILIGREE DOVE  SMALL,2,217,4,500,283,1,8
2800,HEART FILIGREE DOVE LARGE,9,1065,12,1300,235,1,24
2801,PACK 3 BOXES BIRD PANNETONE ,8,987,12,1300,313,1,24
2802,PACK 3 BOXES CHRISTMAS PANNETONE,5,968,11,1200,232,1,22
2803,SMALL POPCORN HOLDER,1,1798,17,1800,2,1,34
2804,PACK OF 60 PINK PAISLEY CAKE CASES,5,2053,22,2300,247,1,44
2805,SET OF 6 SOLDIER SKITTLES,4,100,0,100,0,1,0
2806,SWIRLY CIRCULAR RUBBERS IN BAG,7,851,12,1300,449,1,24
2807,VINTAGE PAISLEY STATIONERY SET,1,191,16,1700,1509,1,32
2808,PAPER CHAIN KIT VINTAGE CHRISTMAS,8,678,6,700,22,1,12
2809,SET/10 BLUE POLKADOT PARTY CANDLES,1,449,10,1100,651,1,20
2810,RIBBON REEL SOCKS AND MITTENS,10,331,9,1000,669,1,18
2811,61 CAKE CASES VINTAGE CHRISTMAS,4,520,23,2400,1880,1,46
2812,CHRISTMAS METAL TAGS ASSORTED ,5,447,7,800,353,1,14
2813,CHRISTMAS TREE T-LIGHT HOLDER,3,150,17,1800,1650,1,34
2814,STAR  T-LIGHT HOLDER ,6,529,8,900,371,1,16
2815,HEART T-LIGHT HOLDER ,10,1049,13,1400,351,1,26
2816,MINI FUNKY DESIGN TAPES,9,219,4,500,281,1,8
2817,SET OF 6 T-LIGHTS SNOWMEN,9,1122,23,2400,1278,1,46
2818,STAR WOODEN CHRISTMAS DECORATION,1,1037,23,2400,1363,1,46
2819,WOODEN HEART CHRISTMAS SCANDINAVIAN,9,182,13,1400,1218,1,26
2820,CHRISTMAS RETROSPOT TREE WOOD,9,590,21,2200,1610,1,42
2821,SET OF 6 T-LIGHTS SANTA,7,876,14,1500,624,1,28
2822,SET/9 CHRISTMAS T-LIGHTS SCENTED ,3,627,22,2300,1673,1,44
2823,BLUE ROSE FABRIC MIRROR,4,612,7,800,188,1,14
2824,THREE CANVAS LUGGAGE TAGS,2,858,17,1800,942,1,34
2825,RETROSPOT PARTY BAG + STICKER SET,2,100,0,100,0,1,0
2826,PLASTERS IN TIN VINTAGE PAISLEY ,2,628,10,1100,472,1,20
2827,RETROSPOT SMALL TUBE MATCHES,1,307,12,1300,993,1,24
2828,HAND WARMER SCOTTY DOG DESIGN,5,374,4,500,126,1,8
2829,3D CHRISTMAS STAMPS STICKERS ,5,391,11,1200,809,1,22
2830,HAND WARMER SCOTTY DOG DESIGN,3,1435,15,1600,165,1,30
2831,HAND WARMER SCOTTY DOG DESIGN,10,305,3,400,95,1,6
2832,CLOTHES PEGS RETROSPOT PACK 25,1,1452,18,1900,448,1,36
2833,37 FOIL HEART CAKE CASES,5,750,9,1000,250,1,18
2834,CHRISTMAS METAL TAGS ASSORTED ,3,863,8,900,37,1,16
2835,PACK OF 6 SWEETIE GIFT BOXES,5,615,19,2000,1385,1,38
2836,PACK OF 72 RETROSPOT CAKE CASES,9,159,6,700,541,1,12
2837,PACK OF 72 RETROSPOT CAKE CASES,7,280,8,900,620,1,16
2838,PACK OF 6 BIRDY GIFT TAGS,5,1187,20,2100,913,1,40
2839,SET/10 RED POLKADOT PARTY CANDLES,8,270,3,400,130,1,6
2840,SET/10 PINK POLKADOT PARTY CANDLES,8,373,8,900,527,1,16
2841,SET OF 3 NOTEBOOKS IN PARCEL,2,665,10,1100,435,1,20
2842,STAR  T-LIGHT HOLDER ,7,465,9,1000,535,1,18
2843,CINAMMON SET OF 9 T-LIGHTS,3,568,25,2600,2032,1,50
2844,ORANGE SCENTED SET/9 T-LIGHTS,5,326,4,500,174,1,8
2845,RIBBON REEL STRIPES DESIGN ,5,176,1,200,24,1,2
2846,SET OF 2 TINS JARDIN DE PROVENCE,4,799,7,800,1,1,14
2847,MAKE YOUR OWN PLAYTIME CARD KIT,1,129,4,500,371,1,8
2848,DINOSAURS  WRITING SET ,3,549,15,1600,1051,1,30
2849,BALLOONS  WRITING SET ,2,738,23,2400,1662,1,46
2850,SKULLS WRITING SET ,4,195,3,400,205,1,6
2851,VINTAGE PAISLEY STATIONERY SET,3,650,14,1500,850,1,28
2852,COSY SLIPPER SHOES SMALL  RED ,8,100,0,100,0,1,0
2853,DOORMAT BLACK FLOCK ,3,914,17,1800,886,1,34
2854,JUMBO  BAG BAROQUE BLACK WHITE,10,316,24,2500,2184,1,48
2855,JAM MAKING SET WITH JARS,8,1015,21,2200,1185,1,42
2856,ORANGE SCENTED SET/9 T-LIGHTS,4,554,6,700,146,1,12
2857,CINAMMON SET OF 9 T-LIGHTS,4,1358,23,2400,1042,1,46
2858,HAND WARMER SCOTTY DOG DESIGN,5,467,8,900,433,1,16
2859,CHRISTMAS DECOUPAGE CANDLE,8,506,5,600,94,1,10
2860,HEART T-LIGHT HOLDER ,3,199,10,1100,901,1,20
2861,GROW YOUR OWN BASIL IN ENAMEL MUG,6,298,23,2400,2102,1,46
2862,OFFICE MUG WARMER POLKADOT,3,343,17,1800,1457,1,34
2863,SMALL POPCORN HOLDER,2,283,13,1400,1117,1,26
2864,JUMBO BAG DOLLY GIRL DESIGN,4,1597,17,1800,203,1,34
2865,JAM MAKING SET WITH JARS,7,176,16,1700,1524,1,32
2866,JAM MAKING SET PRINTED,6,674,16,1700,1026,1,32
2867,SMALL GLASS HEART TRINKET POT,6,536,22,2300,1764,1,44
2868,RED WOOLLY HOTTIE WHITE HEART.,6,442,15,1600,1158,1,30
2869,BLACK RECORD COVER FRAME,2,1145,20,2100,955,1,40
2870,"RECORD FRAME 7"" SINGLE SIZE ",6,1474,20,2100,626,1,40
2871,37 PENCILS TUBE RED RETROSPOT,2,354,7,800,446,1,14
2872,37 PENCILS TUBE WOODLAND,3,245,2,300,55,1,4
2873,SET OF 6 SOLDIER SKITTLES,5,886,16,1700,814,1,32
2874,ROCKING HORSE RED CHRISTMAS ,8,1733,22,2300,567,1,44
2875,CHRISTMAS GINGHAM HEART,8,1766,20,2100,334,1,40
2876,CHRISTMAS GINGHAM STAR,10,469,13,1400,931,1,26
2877,HAND WARMER UNION JACK,5,238,2,300,62,1,4
2878,HAND WARMER RED RETROSPOT,6,2358,24,2500,142,1,48
2879,REGENCY CAKESTAND 3 TIER,9,907,9,1000,93,1,18
2880,JUMBO SHOPPER VINTAGE RED PAISLEY,9,413,5,600,187,1,10
2881,RIBBON REEL SNOWY VILLAGE,10,257,16,1700,1443,1,32
2882,VINTAGE UNION JACK BUNTING,5,541,5,600,59,1,10
2883,JAM MAKING SET WITH JARS,8,838,8,900,62,1,16
2884,RIBBON REEL STRIPES DESIGN ,1,924,22,2300,1376,1,44
2885,RETRO LONGBOARD IRONING BOARD COVER,2,1109,13,1400,291,1,26
2886,3D DOG PICTURE PLAYING CARDS,2,1567,16,1700,133,1,32
2887,RETROSPOT CIGAR BOX MATCHES ,9,462,23,2400,1938,1,46
2888,SET/9 CHRISTMAS T-LIGHTS SCENTED ,9,1778,24,2500,722,1,48
2889,ROTATING SILVER ANGELS T-LIGHT HLDR,5,142,2,300,158,1,4
2890,ROTATING SILVER ANGELS T-LIGHT HLDR,4,952,9,1000,48,1,18
